protein_row_id,structure_unique_sequence_id,qc_review_mode,trusted_source_group,trusted_source_sampled_for_qc,trusted_source_qc_verdict,trusted_source_qc_issue_type,trusted_source_qc_sampling_stratum,trusted_source_qc_sampling_rate,trusted_source_origin_row_index
1111,SEQ_0650A928E56C,full_manual_review,other,False,not_reviewed,,,,
1112,SEQ_D69AD2658C17,full_manual_review,other,False,not_reviewed,,,,
1113,SEQ_C1A3FDDD2545,full_manual_review,other,False,not_reviewed,,,,
1114,SEQ_3AB94A745EF2,full_manual_review,other,False,not_reviewed,,,,
1115,SEQ_DAEB38D3EA2B,full_manual_review,other,False,not_reviewed,,,,
1116,SEQ_C8F187AC8C3D,full_manual_review,other,False,not_reviewed,,,,
1117,SEQ_BAE0174125B3,full_manual_review,other,False,not_reviewed,,,,
1118,SEQ_0FFAD25AE2C0,full_manual_review,other,False,not_reviewed,,,,
1119,SEQ_6080BDBE61AD,full_manual_review,other,False,not_reviewed,,,,
1120,SEQ_CFBA80427331,full_manual_review,other,False,not_reviewed,,,,
1121,SEQ_2FDA7FA2E528,full_manual_review,other,False,not_reviewed,,,,
1122,SEQ_C582F238D434,full_manual_review,other,False,not_reviewed,,,,
1123,SEQ_C13DA9C40D32,full_manual_review,other,False,not_reviewed,,,,
1125,SEQ_EAEFC9A450F8,full_manual_review,other,False,not_reviewed,,,,
1126,SEQ_5DB9D5B06D59,full_manual_review,other,False,not_reviewed,,,,
1127,SEQ_F1C914784257,full_manual_review,other,False,not_reviewed,,,,
1128,SEQ_49719762CC55,full_manual_review,other,False,not_reviewed,,,,
1129,SEQ_CB062327B955,full_manual_review,other,False,not_reviewed,,,,
1130,SEQ_A7DCFDC28978,full_manual_review,other,False,not_reviewed,,,,
1131,SEQ_C85372E3FD33,full_manual_review,other,False,not_reviewed,,,,
1132,SEQ_0EE2F018124A,full_manual_review,other,False,not_reviewed,,,,
1133,SEQ_ABFB8BE1998E,full_manual_review,other,False,not_reviewed,,,,
1134,SEQ_DD1A57A020FF,full_manual_review,other,False,not_reviewed,,,,
1135,SEQ_94B08B5935AE,full_manual_review,other,False,not_reviewed,,,,
1142,SEQ_EFB90CF3F8B3,full_manual_review,other,False,not_reviewed,,,,
1143,SEQ_16BBFE134FE9,full_manual_review,other,False,not_reviewed,,,,
1145,SEQ_2B241F0F280E,full_manual_review,other,False,not_reviewed,,,,
1154,SEQ_B0766FE71707,full_manual_review,other,False,not_reviewed,,,,
1155,SEQ_3A2B3670A3EA,full_manual_review,other,False,not_reviewed,,,,
1164,SEQ_BAF08366614F,full_manual_review,other,False,not_reviewed,,,,
1165,SEQ_E7C5FCA311CE,full_manual_review,other,False,not_reviewed,,,,
1166,SEQ_F868D804C713,full_manual_review,other,False,not_reviewed,,,,
1170,SEQ_7437A705B3E7,full_manual_review,other,False,not_reviewed,,,,
1172,SEQ_92B785CB0A9C,full_manual_review,other,False,not_reviewed,,,,
1174,SEQ_2ACB4262357A,full_manual_review,other,False,not_reviewed,,,,
1175,SEQ_5879171F20E0,full_manual_review,other,False,not_reviewed,,,,
1180,SEQ_E338355B79B3,full_manual_review,other,False,not_reviewed,,,,
1181,SEQ_913DFA4440AF,full_manual_review,other,False,not_reviewed,,,,
1183,SEQ_B6AD7D38E870,full_manual_review,other,False,not_reviewed,,,,
1184,SEQ_AA7F237A8919,full_manual_review,other,False,not_reviewed,,,,
1195,SEQ_F39519E23676,full_manual_review,other,False,not_reviewed,,,,
1197,SEQ_2E09491F3A05,full_manual_review,other,False,not_reviewed,,,,
1199,SEQ_06DEA59C61BD,full_manual_review,other,False,not_reviewed,,,,
1200,SEQ_0E256123C5D1,full_manual_review,other,False,not_reviewed,,,,
1201,SEQ_6D7C8B31707C,full_manual_review,other,False,not_reviewed,,,,
1202,SEQ_1E3684A965BB,full_manual_review,other,False,not_reviewed,,,,
1204,SEQ_B0838071AE16,full_manual_review,other,False,not_reviewed,,,,
1205,SEQ_2C0E32A63F2A,full_manual_review,other,False,not_reviewed,,,,
1206,SEQ_5094FC9DCD03,full_manual_review,other,False,not_reviewed,,,,
1207,SEQ_CF2185905107,full_manual_review,other,False,not_reviewed,,,,
1209,SEQ_664F51E69502,full_manual_review,other,False,not_reviewed,,,,
1210,SEQ_053FFDB924D3,full_manual_review,other,False,not_reviewed,,,,
1211,SEQ_F2D95FA7CA7A,full_manual_review,other,False,not_reviewed,,,,
1213,SEQ_B66D6923AA45,full_manual_review,other,False,not_reviewed,,,,
1219,SEQ_4EB9E02E4F8A,full_manual_review,other,False,not_reviewed,,,,
1224,SEQ_FE34FCA478B6,full_manual_review,other,False,not_reviewed,,,,
1228,SEQ_C5D2F162404A,full_manual_review,other,False,not_reviewed,,,,
1230,SEQ_2549C6F1545B,full_manual_review,other,False,not_reviewed,,,,
1231,SEQ_04D974EF3A78,full_manual_review,other,False,not_reviewed,,,,
1233,SEQ_8D788DA06E3F,full_manual_review,other,False,not_reviewed,,,,
1234,SEQ_C77CD4D0B097,full_manual_review,other,False,not_reviewed,,,,
1235,SEQ_86ED9068BC3F,full_manual_review,other,False,not_reviewed,,,,
1236,SEQ_D841EBEEC805,full_manual_review,other,False,not_reviewed,,,,
1237,SEQ_E4EA997AC4F5,full_manual_review,other,False,not_reviewed,,,,
1238,SEQ_07630112A11A,full_manual_review,other,False,not_reviewed,,,,
1240,SEQ_58918E464CDE,full_manual_review,other,False,not_reviewed,,,,
1271,SEQ_131E86FCD02E,full_manual_review,other,False,not_reviewed,,,,
1272,SEQ_B6B13393D2A9,full_manual_review,other,False,not_reviewed,,,,
1273,SEQ_14315019FD29,full_manual_review,other,False,not_reviewed,,,,
1274,SEQ_07B9621965F6,full_manual_review,other,False,not_reviewed,,,,
1275,SEQ_DE6809BF3DA0,full_manual_review,other,False,not_reviewed,,,,
1276,SEQ_8C70DAA79C12,full_manual_review,other,False,not_reviewed,,,,
1280,SEQ_72D07068C45E,full_manual_review,other,False,not_reviewed,,,,
1281,SEQ_E345A7E52B30,full_manual_review,other,False,not_reviewed,,,,
1285,SEQ_B8ECC24617E4,full_manual_review,other,False,not_reviewed,,,,
1286,SEQ_0FE2A82C75CC,full_manual_review,other,False,not_reviewed,,,,
1287,SEQ_DD390BD6618B,full_manual_review,other,False,not_reviewed,,,,
1288,SEQ_B9790A258E79,full_manual_review,other,False,not_reviewed,,,,
1289,SEQ_42E90368788F,full_manual_review,other,False,not_reviewed,,,,
1290,SEQ_D1DE05651CD5,full_manual_review,other,False,not_reviewed,,,,
1292,SEQ_1C69B95FFF7C,full_manual_review,other,False,not_reviewed,,,,
1297,SEQ_98E39D0AAEED,full_manual_review,other,False,not_reviewed,,,,
1298,SEQ_38265846653E,full_manual_review,other,False,not_reviewed,,,,
1299,SEQ_9DF1669A3490,full_manual_review,other,False,not_reviewed,,,,
1300,SEQ_727D091D17B1,full_manual_review,other,False,not_reviewed,,,,
1301,SEQ_23678349F856,full_manual_review,other,False,not_reviewed,,,,
1302,SEQ_BE2BC7607FC4,full_manual_review,other,False,not_reviewed,,,,
1303,SEQ_EC446FD807EF,full_manual_review,other,False,not_reviewed,,,,
1304,SEQ_59849E9E398B,full_manual_review,other,False,not_reviewed,,,,
1305,SEQ_47DF988F4FB1,full_manual_review,other,False,not_reviewed,,,,
1306,SEQ_5280192C1760,full_manual_review,other,False,not_reviewed,,,,
1310,SEQ_0D402EEFD6AA,full_manual_review,other,False,not_reviewed,,,,
1313,SEQ_088238503058,full_manual_review,other,False,not_reviewed,,,,
1318,SEQ_F1C9AFAB1037,full_manual_review,other,False,not_reviewed,,,,
1319,SEQ_10DA231968E3,full_manual_review,other,False,not_reviewed,,,,
1320,SEQ_29518A94B59F,full_manual_review,other,False,not_reviewed,,,,
1328,SEQ_1D442C0A941F,full_manual_review,other,False,not_reviewed,,,,
1329,SEQ_B47F85503547,full_manual_review,other,False,not_reviewed,,,,
1330,SEQ_CA14902C8B97,full_manual_review,other,False,not_reviewed,,,,
1334,SEQ_87DE60EA3BB2,full_manual_review,other,False,not_reviewed,,,,
1336,SEQ_D7D6CEEFFE79,full_manual_review,other,False,not_reviewed,,,,
1344,SEQ_B5D9B9CC7A75,full_manual_review,other,False,not_reviewed,,,,
1346,SEQ_6C7A87BAE1CF,full_manual_review,other,False,not_reviewed,,,,
1347,SEQ_7C1F46779538,full_manual_review,other,False,not_reviewed,,,,
1348,SEQ_81E5C20A0D6D,full_manual_review,other,False,not_reviewed,,,,
1351,SEQ_1D2E1F4B9A7F,full_manual_review,other,False,not_reviewed,,,,
1352,SEQ_2F3EFF3BF351,full_manual_review,other,False,not_reviewed,,,,
1356,SEQ_962E4B19FA9E,full_manual_review,other,False,not_reviewed,,,,
1357,SEQ_6A2DDCC738E7,full_manual_review,other,False,not_reviewed,,,,
1359,SEQ_CEA00F4F4F57,full_manual_review,other,False,not_reviewed,,,,
1360,SEQ_CBB51FD7EB32,full_manual_review,other,False,not_reviewed,,,,
1361,SEQ_DECC793CF0C4,full_manual_review,other,False,not_reviewed,,,,
1368,SEQ_0FA59BD57324,full_manual_review,other,False,not_reviewed,,,,
1369,SEQ_2022E12B94A5,full_manual_review,other,False,not_reviewed,,,,
1370,SEQ_77A3299892AC,full_manual_review,other,False,not_reviewed,,,,
1371,SEQ_51BC83C41807,full_manual_review,other,False,not_reviewed,,,,
1373,SEQ_1C4E7FA417E8,full_manual_review,other,False,not_reviewed,,,,
1374,SEQ_6BF3F468540C,full_manual_review,other,False,not_reviewed,,,,
1378,SEQ_B7CD838995C3,full_manual_review,other,False,not_reviewed,,,,
1382,SEQ_8E8E5ADC429D,full_manual_review,other,False,not_reviewed,,,,
1386,SEQ_E7D6BCBF37AA,full_manual_review,other,False,not_reviewed,,,,
1388,SEQ_F2236B147797,full_manual_review,other,False,not_reviewed,,,,
1390,SEQ_93372058F153,full_manual_review,other,False,not_reviewed,,,,
1391,SEQ_466A64652CC7,full_manual_review,other,False,not_reviewed,,,,
1392,SEQ_52AC10363C78,full_manual_review,other,False,not_reviewed,,,,
1393,SEQ_A6561807AACE,full_manual_review,other,False,not_reviewed,,,,
1395,SEQ_F9ABE375DEE2,full_manual_review,other,False,not_reviewed,,,,
1396,SEQ_4246D4E501A6,full_manual_review,other,False,not_reviewed,,,,
1397,SEQ_2450F5691DD8,full_manual_review,other,False,not_reviewed,,,,
1398,SEQ_12E0928A22FB,full_manual_review,other,False,not_reviewed,,,,
1399,SEQ_7F51106BA1C3,full_manual_review,other,False,not_reviewed,,,,
1405,SEQ_90EA73DB937E,full_manual_review,other,False,not_reviewed,,,,
1406,SEQ_BC640968D914,full_manual_review,other,False,not_reviewed,,,,
1407,SEQ_EF2CD2BC99ED,full_manual_review,other,False,not_reviewed,,,,
1408,SEQ_68E2356515F0,full_manual_review,other,False,not_reviewed,,,,
1409,SEQ_64A292777720,full_manual_review,other,False,not_reviewed,,,,
1410,SEQ_88CDB0AFBE85,full_manual_review,other,False,not_reviewed,,,,
1411,SEQ_42A96C49D664,full_manual_review,other,False,not_reviewed,,,,
1412,SEQ_1A54EFDDFFAE,full_manual_review,other,False,not_reviewed,,,,
1414,SEQ_703F40443EBD,full_manual_review,other,False,not_reviewed,,,,
1427,SEQ_0C0E235DF4C8,full_manual_review,other,False,not_reviewed,,,,
1428,SEQ_2D364B973A3C,full_manual_review,other,False,not_reviewed,,,,
1430,SEQ_50F4623C75B7,full_manual_review,other,False,not_reviewed,,,,
1432,SEQ_515CBD612312,full_manual_review,other,False,not_reviewed,,,,
1435,SEQ_F8E77CA42B68,full_manual_review,other,False,not_reviewed,,,,
1442,SEQ_B994B76110EF,full_manual_review,other,False,not_reviewed,,,,
1443,SEQ_71DC455C264F,full_manual_review,other,False,not_reviewed,,,,
1444,SEQ_DFFC639F6BCE,full_manual_review,other,False,not_reviewed,,,,
1445,SEQ_AE6FFB435AE5,full_manual_review,other,False,not_reviewed,,,,
1446,SEQ_1FB7C2FC760B,full_manual_review,other,False,not_reviewed,,,,
1447,SEQ_2C7461B10B7B,full_manual_review,other,False,not_reviewed,,,,
1448,SEQ_7B7E1E58B9CC,full_manual_review,other,False,not_reviewed,,,,
1449,SEQ_53980FB4859F,full_manual_review,other,False,not_reviewed,,,,
1450,SEQ_BF36D9289469,full_manual_review,other,False,not_reviewed,,,,
1451,SEQ_139E26E53335,full_manual_review,other,False,not_reviewed,,,,
1452,SEQ_9A172650CDA6,full_manual_review,other,False,not_reviewed,,,,
1453,SEQ_1A573BAF3F17,full_manual_review,other,False,not_reviewed,,,,
1454,SEQ_238AFF69B27B,full_manual_review,other,False,not_reviewed,,,,
1455,SEQ_D5D11AFAF89D,full_manual_review,other,False,not_reviewed,,,,
1456,SEQ_A7FC2AA14A3A,full_manual_review,other,False,not_reviewed,,,,
1457,SEQ_EB3A760EC2A0,full_manual_review,other,False,not_reviewed,,,,
1458,SEQ_13A55AC135FC,full_manual_review,other,False,not_reviewed,,,,
1459,SEQ_AC6ABF3CD83B,full_manual_review,other,False,not_reviewed,,,,
1460,SEQ_9E63104CD44D,full_manual_review,other,False,not_reviewed,,,,
1463,SEQ_EDB521E5541B,full_manual_review,other,False,not_reviewed,,,,
1465,SEQ_A628F0B22C26,full_manual_review,other,False,not_reviewed,,,,
1466,SEQ_9F40B0159C8F,full_manual_review,other,False,not_reviewed,,,,
1467,SEQ_B7F94CED7BCC,full_manual_review,other,False,not_reviewed,,,,
1468,SEQ_A9C1B0F3BB21,full_manual_review,other,False,not_reviewed,,,,
1469,SEQ_23D0525D885F,full_manual_review,other,False,not_reviewed,,,,
1470,SEQ_ADEDA433A91B,full_manual_review,other,False,not_reviewed,,,,
1471,SEQ_787D5EA832FE,full_manual_review,other,False,not_reviewed,,,,
1473,SEQ_CF0E1C787960,full_manual_review,other,False,not_reviewed,,,,
1474,SEQ_91CE85878CB8,full_manual_review,other,False,not_reviewed,,,,
1475,SEQ_9BB1E16AB290,full_manual_review,other,False,not_reviewed,,,,
1476,SEQ_19EAD4DE7D93,full_manual_review,other,False,not_reviewed,,,,
1477,SEQ_2BD1179196CC,full_manual_review,other,False,not_reviewed,,,,
1478,SEQ_05866AB697B0,full_manual_review,other,False,not_reviewed,,,,
1479,SEQ_D138F1AF76AE,full_manual_review,other,False,not_reviewed,,,,
1480,SEQ_BF441FA45EBD,full_manual_review,other,False,not_reviewed,,,,
1481,SEQ_FB98D4E206E4,full_manual_review,other,False,not_reviewed,,,,
1484,SEQ_88696239DF0C,full_manual_review,other,False,not_reviewed,,,,
1485,SEQ_561F80B73B99,full_manual_review,other,False,not_reviewed,,,,
1488,SEQ_93795BE8AE25,full_manual_review,other,False,not_reviewed,,,,
1489,SEQ_8042E464D36D,full_manual_review,other,False,not_reviewed,,,,
1490,SEQ_13A69BB1420F,full_manual_review,other,False,not_reviewed,,,,
1491,SEQ_D55AF3EC700B,full_manual_review,other,False,not_reviewed,,,,
1494,SEQ_0D2527621323,full_manual_review,other,False,not_reviewed,,,,
1495,SEQ_F0701F37345D,full_manual_review,other,False,not_reviewed,,,,
1498,SEQ_A9469B71C58C,full_manual_review,other,False,not_reviewed,,,,
1499,SEQ_16E1FEA62706,full_manual_review,other,False,not_reviewed,,,,
1500,SEQ_2653C5151788,full_manual_review,other,False,not_reviewed,,,,
1501,SEQ_D755A57005FF,full_manual_review,other,False,not_reviewed,,,,
1502,SEQ_604744FE9002,full_manual_review,other,False,not_reviewed,,,,
1503,SEQ_93A6448A74AB,full_manual_review,other,False,not_reviewed,,,,
1504,SEQ_86511221DA91,full_manual_review,other,False,not_reviewed,,,,
1505,SEQ_FA26EB5E0EAD,full_manual_review,other,False,not_reviewed,,,,
1506,SEQ_ECC12A1C943D,full_manual_review,other,False,not_reviewed,,,,
1507,SEQ_F2D38D5404B7,full_manual_review,other,False,not_reviewed,,,,
1508,SEQ_584E551EE0FE,full_manual_review,other,False,not_reviewed,,,,
1510,SEQ_1C2BC1642920,full_manual_review,other,False,not_reviewed,,,,
1511,SEQ_A20CFA00CAE2,full_manual_review,other,False,not_reviewed,,,,
1512,SEQ_08CB8CF9E0D9,full_manual_review,other,False,not_reviewed,,,,
1513,SEQ_BA64E72C05B5,full_manual_review,other,False,not_reviewed,,,,
1518,SEQ_BE788DA549BA,full_manual_review,other,False,not_reviewed,,,,
1519,SEQ_C3B618784F29,full_manual_review,other,False,not_reviewed,,,,
1524,SEQ_4DB73D3ACAFE,full_manual_review,other,False,not_reviewed,,,,
1526,SEQ_FF604255333F,full_manual_review,other,False,not_reviewed,,,,
1527,SEQ_6C8480F862CD,full_manual_review,other,False,not_reviewed,,,,
1529,SEQ_AA983B41635B,full_manual_review,other,False,not_reviewed,,,,
1531,SEQ_5C0EE09DBC93,full_manual_review,other,False,not_reviewed,,,,
1533,SEQ_00F0474709A8,full_manual_review,other,False,not_reviewed,,,,
1534,SEQ_8E813C58140C,full_manual_review,other,False,not_reviewed,,,,
1535,SEQ_4B36E9C96507,full_manual_review,other,False,not_reviewed,,,,
1536,SEQ_F41E34A29807,full_manual_review,other,False,not_reviewed,,,,
1537,SEQ_A5E794801678,full_manual_review,other,False,not_reviewed,,,,
1538,SEQ_C853C6642382,full_manual_review,other,False,not_reviewed,,,,
1539,SEQ_E69A61328AA2,full_manual_review,other,False,not_reviewed,,,,
1540,SEQ_F3D6CC7DD12A,full_manual_review,other,False,not_reviewed,,,,
1541,SEQ_A02530FED789,full_manual_review,other,False,not_reviewed,,,,
1542,SEQ_82EB0CDA83CC,full_manual_review,other,False,not_reviewed,,,,
1543,SEQ_1E48DDDCED21,full_manual_review,other,False,not_reviewed,,,,
1544,SEQ_9C88527D085D,full_manual_review,other,False,not_reviewed,,,,
1546,SEQ_F60A0AFAFF73,full_manual_review,other,False,not_reviewed,,,,
1548,SEQ_F96A8FD465F7,full_manual_review,other,False,not_reviewed,,,,
1549,SEQ_DE22EE1DF858,full_manual_review,other,False,not_reviewed,,,,
1550,SEQ_76E48B791C6B,full_manual_review,other,False,not_reviewed,,,,
1551,SEQ_DDDE3DDA77F6,full_manual_review,other,False,not_reviewed,,,,
1552,SEQ_84AE353C02A8,full_manual_review,other,False,not_reviewed,,,,
1553,SEQ_776C10E539BC,full_manual_review,other,False,not_reviewed,,,,
1555,SEQ_DFB3AB636683,full_manual_review,other,False,not_reviewed,,,,
1562,SEQ_5D26157116E7,full_manual_review,other,False,not_reviewed,,,,
1563,SEQ_234EE1C0EE92,full_manual_review,other,False,not_reviewed,,,,
1564,SEQ_5A0A9293AD36,full_manual_review,other,False,not_reviewed,,,,
1565,SEQ_12F74AE8398D,full_manual_review,other,False,not_reviewed,,,,
1566,SEQ_57C3EA9CB786,full_manual_review,other,False,not_reviewed,,,,
1568,SEQ_7C8045936426,full_manual_review,other,False,not_reviewed,,,,
1573,SEQ_F1B2EF9C9712,full_manual_review,other,False,not_reviewed,,,,
1574,SEQ_BF992603EB92,full_manual_review,other,False,not_reviewed,,,,
1581,SEQ_79AA58C7E25A,full_manual_review,other,False,not_reviewed,,,,
1582,SEQ_DDD96C49014F,full_manual_review,other,False,not_reviewed,,,,
1585,SEQ_E3E88212CB66,full_manual_review,other,False,not_reviewed,,,,
1586,SEQ_AF51152E43A0,full_manual_review,other,False,not_reviewed,,,,
1588,SEQ_98311ADC9796,full_manual_review,other,False,not_reviewed,,,,
1589,SEQ_0F220A451552,full_manual_review,other,False,not_reviewed,,,,
1591,SEQ_54CE6E8B613D,full_manual_review,other,False,not_reviewed,,,,
1593,SEQ_1CA6DC0A49B4,full_manual_review,other,False,not_reviewed,,,,
1597,SEQ_CF30D187803E,full_manual_review,other,False,not_reviewed,,,,
1598,SEQ_1CF0F97C144A,full_manual_review,other,False,not_reviewed,,,,
1599,SEQ_89088AECA77B,full_manual_review,other,False,not_reviewed,,,,
1601,SEQ_91A14F338700,full_manual_review,other,False,not_reviewed,,,,
1604,SEQ_DA8AA7CC77E0,full_manual_review,other,False,not_reviewed,,,,
1605,SEQ_0CA3CD6ADE85,full_manual_review,other,False,not_reviewed,,,,
1608,SEQ_EB4534B7800A,full_manual_review,other,False,not_reviewed,,,,
1609,SEQ_E9785C30B20C,full_manual_review,other,False,not_reviewed,,,,
1612,SEQ_43A796FB26E7,full_manual_review,other,False,not_reviewed,,,,
1613,SEQ_E6569852AAFD,full_manual_review,other,False,not_reviewed,,,,
1614,SEQ_6FA6D50E6C4C,full_manual_review,other,False,not_reviewed,,,,
1615,SEQ_9383C65AF401,full_manual_review,other,False,not_reviewed,,,,
1616,SEQ_883250AC2BB3,full_manual_review,other,False,not_reviewed,,,,
1617,SEQ_9A01101AE19E,full_manual_review,other,False,not_reviewed,,,,
1618,SEQ_BEB25AC8CA34,full_manual_review,other,False,not_reviewed,,,,
1619,SEQ_3B6190C5FDEB,full_manual_review,other,False,not_reviewed,,,,
1620,SEQ_872B905748FD,full_manual_review,other,False,not_reviewed,,,,
1621,SEQ_50FAD7314A70,full_manual_review,other,False,not_reviewed,,,,
1622,SEQ_3C4A760A450C,full_manual_review,other,False,not_reviewed,,,,
1624,SEQ_5BB8201A77E3,full_manual_review,other,False,not_reviewed,,,,
1626,SEQ_3E7D84264801,full_manual_review,other,False,not_reviewed,,,,
1627,SEQ_EBB5882EA86D,full_manual_review,other,False,not_reviewed,,,,
1631,SEQ_E41ED928C377,full_manual_review,other,False,not_reviewed,,,,
1636,SEQ_C16CBB6211A4,full_manual_review,other,False,not_reviewed,,,,
1637,SEQ_DD5D9A5AC8E9,full_manual_review,other,False,not_reviewed,,,,
1640,SEQ_170CD844E091,full_manual_review,other,False,not_reviewed,,,,
1641,SEQ_FE48CFAAB74F,full_manual_review,other,False,not_reviewed,,,,
1649,SEQ_46DDCB322022,full_manual_review,other,False,not_reviewed,,,,
1650,SEQ_862D71FB1673,full_manual_review,other,False,not_reviewed,,,,
1651,SEQ_7DEFF1194CC5,full_manual_review,other,False,not_reviewed,,,,
1652,SEQ_4CA042E0D079,full_manual_review,other,False,not_reviewed,,,,
1653,SEQ_58C6CEF5D6C2,full_manual_review,other,False,not_reviewed,,,,
1654,SEQ_BC0A74B2B05C,full_manual_review,other,False,not_reviewed,,,,
1658,SEQ_3549A3BA31DB,full_manual_review,other,False,not_reviewed,,,,
1659,SEQ_86573A2E6FB1,full_manual_review,other,False,not_reviewed,,,,
1660,SEQ_4ADB8B54493E,full_manual_review,other,False,not_reviewed,,,,
1663,SEQ_B2909736C4AA,full_manual_review,other,False,not_reviewed,,,,
1664,SEQ_AFD3A54B6581,full_manual_review,other,False,not_reviewed,,,,
1665,SEQ_CA876C0F7C44,full_manual_review,other,False,not_reviewed,,,,
1666,SEQ_6326F631A7A2,full_manual_review,other,False,not_reviewed,,,,
1668,SEQ_D0E5B4256019,full_manual_review,other,False,not_reviewed,,,,
1669,SEQ_3E1D2FD0C4AA,full_manual_review,other,False,not_reviewed,,,,
1670,SEQ_24E1D531E185,full_manual_review,other,False,not_reviewed,,,,
1673,SEQ_13598AFE3707,full_manual_review,other,False,not_reviewed,,,,
1676,SEQ_DD35B81C5D82,full_manual_review,other,False,not_reviewed,,,,
1677,SEQ_ECAABA54BEC8,full_manual_review,other,False,not_reviewed,,,,
1678,SEQ_314DDC691615,full_manual_review,other,False,not_reviewed,,,,
1679,SEQ_9DE0955785C7,full_manual_review,other,False,not_reviewed,,,,
1680,SEQ_96E9EFFEE532,full_manual_review,other,False,not_reviewed,,,,
1681,SEQ_91E9A16D4ADF,full_manual_review,other,False,not_reviewed,,,,
1682,SEQ_DF147CF0D9B8,full_manual_review,other,False,not_reviewed,,,,
1684,SEQ_0F83F070F76A,full_manual_review,other,False,not_reviewed,,,,
1688,SEQ_23C67CFDF782,full_manual_review,other,False,not_reviewed,,,,
1689,SEQ_230648F2589B,full_manual_review,other,False,not_reviewed,,,,
1690,SEQ_9AB0C30407F9,full_manual_review,other,False,not_reviewed,,,,
1691,SEQ_2AC3CEABCF0C,full_manual_review,other,False,not_reviewed,,,,
1692,SEQ_DF7D916FC00A,full_manual_review,other,False,not_reviewed,,,,
1693,SEQ_DE2598342C3E,full_manual_review,other,False,not_reviewed,,,,
1694,SEQ_5F65C6EA6479,full_manual_review,other,False,not_reviewed,,,,
1695,SEQ_964CD7A4A23B,full_manual_review,other,False,not_reviewed,,,,
1696,SEQ_2FF364B72630,full_manual_review,other,False,not_reviewed,,,,
1697,SEQ_5F1A35AC1FBE,full_manual_review,other,False,not_reviewed,,,,
1698,SEQ_9B1CD45E98B2,full_manual_review,other,False,not_reviewed,,,,
1699,SEQ_5815CE572855,full_manual_review,other,False,not_reviewed,,,,
1701,SEQ_0DC0C58FDA98,full_manual_review,other,False,not_reviewed,,,,
1702,SEQ_5EC4B892FEA2,full_manual_review,other,False,not_reviewed,,,,
1703,SEQ_3BF5C512ABEC,full_manual_review,other,False,not_reviewed,,,,
1704,SEQ_87552D851FED,full_manual_review,other,False,not_reviewed,,,,
1705,SEQ_79752B71EE52,full_manual_review,other,False,not_reviewed,,,,
1706,SEQ_E9163F31FCD2,full_manual_review,other,False,not_reviewed,,,,
1707,SEQ_858A1009C71B,full_manual_review,other,False,not_reviewed,,,,
1708,SEQ_FEC0B1A5BDF1,full_manual_review,other,False,not_reviewed,,,,
1709,SEQ_879F62B1178F,full_manual_review,other,False,not_reviewed,,,,
1710,SEQ_17ACCA1BDECC,full_manual_review,other,False,not_reviewed,,,,
1711,SEQ_97D81BF565ED,full_manual_review,other,False,not_reviewed,,,,
1712,SEQ_96CAAB04162D,full_manual_review,other,False,not_reviewed,,,,
1713,SEQ_FBC9F7BEC5A0,full_manual_review,other,False,not_reviewed,,,,
1714,SEQ_D2344C03D8EE,full_manual_review,other,False,not_reviewed,,,,
1715,SEQ_D4B49B4C93AC,full_manual_review,other,False,not_reviewed,,,,
1716,SEQ_E634D32CCCF3,full_manual_review,other,False,not_reviewed,,,,
1717,SEQ_4765E7F3F3BE,full_manual_review,other,False,not_reviewed,,,,
1718,SEQ_CBE79D444CBA,full_manual_review,other,False,not_reviewed,,,,
1719,SEQ_6C3629F3C236,full_manual_review,other,False,not_reviewed,,,,
1720,SEQ_744C4C1B4167,full_manual_review,other,False,not_reviewed,,,,
1722,SEQ_C6D83F244AB1,full_manual_review,other,False,not_reviewed,,,,
1723,SEQ_0D280AEE37E0,full_manual_review,other,False,not_reviewed,,,,
1724,SEQ_68356F7C0538,full_manual_review,other,False,not_reviewed,,,,
1725,SEQ_B4DBE7CACEF5,full_manual_review,other,False,not_reviewed,,,,
1726,SEQ_39C5F2A7DFB0,full_manual_review,other,False,not_reviewed,,,,
1728,SEQ_CBCE07489F38,full_manual_review,other,False,not_reviewed,,,,
1729,SEQ_15D03A2D732C,full_manual_review,other,False,not_reviewed,,,,
1730,SEQ_F4CFFDB25B74,full_manual_review,other,False,not_reviewed,,,,
1731,SEQ_1765D5F46605,full_manual_review,other,False,not_reviewed,,,,
1732,SEQ_2B48D66356C8,full_manual_review,other,False,not_reviewed,,,,
1734,SEQ_787BEE6C5AAE,full_manual_review,other,False,not_reviewed,,,,
1736,SEQ_271F0BF5DAEC,full_manual_review,other,False,not_reviewed,,,,
1737,SEQ_43889C4CDB2D,full_manual_review,other,False,not_reviewed,,,,
1739,SEQ_E225C8AA9415,full_manual_review,other,False,not_reviewed,,,,
1740,SEQ_4D7806EAA3EF,full_manual_review,other,False,not_reviewed,,,,
1741,SEQ_989ED9219ADC,full_manual_review,other,False,not_reviewed,,,,
1742,SEQ_A18DD4CE9377,full_manual_review,other,False,not_reviewed,,,,
1743,SEQ_3DD0FF8E7A6C,full_manual_review,other,False,not_reviewed,,,,
1744,SEQ_57359D000665,full_manual_review,other,False,not_reviewed,,,,
1745,SEQ_96398FA506E9,full_manual_review,other,False,not_reviewed,,,,
1746,SEQ_3228514F0234,full_manual_review,other,False,not_reviewed,,,,
